ID,Tags,Created At,Text
1395166682423996428,BBCNEWS BBCLONDON BBCENGLAND BBC BBCWORLDWIDE,Wed May 19 23:57:12 +0000 2021,How Covid has changed where we want to live https://t.co/T8KGLwUUyz #BBCNEWS #BBCLONDON #BBCENGLAND #BBC #BBCWORLDWIDE
1395165816480485376,,Wed May 19 23:53:46 +0000 2021,"Saudi's 
Let Us Allow to 
Rebuild Al-Baqee!

Following COVID-19 restrictions, TNFJ Germany staged a protest camp In-front of Saudi consulate, Frankfort &amp; demand #RebuildAlBaqee
#RebuildJannatulBaqee 
#یوم_انہدام_جنت_البقیع #يوم_البقيع_العالمي"
1395165151783960578,,Wed May 19 23:51:07 +0000 2021,"India agrees Modi’s handling of Covid has been disastrous. On every count Modi got it wrong. Resultantly the death rate —4000 a day—is the world’s highest. Nevertheless, his approval rating is 63%. A frightening comment on the Indian psyche."
1395163214938267649,,Wed May 19 23:43:25 +0000 2021,"I’ve not read a more elaborately researched, and downright terrifying, article about Covid in the last 18 months. Must read!

Don’t know enough about it, but sure seems likes we need a CTBT for “gain of function” research. @IssamAhmed?

Also, do read “The Stand” by @StephenKing https://t.co/ibVfX87Nt8"
1395158809581166592,,Wed May 19 23:25:55 +0000 2021,"As we all know last year, we were all fully prepared to take the exams because the lockdown was imposed at the end of February so we were all ready....... (1/3) #NCOC 
#CancelAllBoardExams #CancelExamsSaveStudents #ShafqatMahmood #Saeedghani #ImranKhanPTI"
1395151607940239366,,Wed May 19 22:57:18 +0000 2021,This would is just becoming more and more ********... think twice before Brining more children into this world #PalestineUnderAttack #Covid_19 #IndiaNeedsOxygen #Kashmirilivesmatter
1395148428158685186,ARYNews,Wed May 19 22:44:40 +0000 2021,"Pakistan records decline in new COVID-19 cases

For More Details: https://t.co/UdZ6Od4Sk8

#ARYNews https://t.co/vwvMndp05Y"
1395148354011734022,ARYNews,Wed May 19 22:44:22 +0000 2021,"Pakistan records decline in new COVID-19 cases

For More Details: https://t.co/UdZ6Od4Sk8

#ARYNews https://t.co/vwvMndp05Y"
1395148049094266885,ARYNews,Wed May 19 22:43:10 +0000 2021,"Pakistan records decline in new COVID-19 cases

For More Details: https://t.co/UdZ6Od4Sk8

#ARYNews https://t.co/vwvMndp05Y"
1395147594142265349,ARYNews,Wed May 19 22:41:21 +0000 2021,"Pakistan records decline in new COVID-19 cases

For More Details: https://t.co/UdZ6Od4Sk8

#ARYNews https://t.co/vwvMndp05Y"
1395142010521194504,ARYNews,Wed May 19 22:19:10 +0000 2021,"Pakistan records decline in new COVID-19 cases

For More Details: https://t.co/UdZ6Od4Sk8

#ARYNews https://t.co/vwvMndp05Y"
1395139417518522370,ARYNews,Wed May 19 22:08:52 +0000 2021,"COVID-19: Mass vaccination centre set up at F-9 Park Islamabad

#ARYNews 
https://t.co/xaJ8TA1MIL"
1395139356235603968,,Wed May 19 22:08:37 +0000 2021,"@murtazawahab1 Bruh! As the govt of Sindh, you're empowered to close everything if you want to, you can even impose a complete lockdown. About time you ppl stop passing the buck, &amp; take responsibility for your own choices. The buck stops at YOU!"
1395135376776470535,,Wed May 19 21:52:48 +0000 2021,"As we all know last year, we were all fully prepared to take the exams because the lockdown was imposed at the end of February so we were all ready....... (1/3) #NCOC 
#CancelAllBoardExams #CancelExamsSaveStudents #ShafqatMahmood #Saeedghani #ImranKhanPTI"
1395135125554348046,,Wed May 19 21:51:48 +0000 2021,"@ReutKanielDahan @syedhammad_k @JustinTrudeau Israel always gives excuse of Hamas using civilans as human shields. Israel has destroyed everything - media houses, Internet, roads, ice cream &amp; sponge factories, libraries, banks, schools, refugee camps, hospitals, COVID-19 testing center, etc. Did all these places have Hamas? https://t.co/AfHW23J7Tu"
1395133754872680455,,Wed May 19 21:46:22 +0000 2021,How did he get COVID if he was already vaccinated? Efficacy of both AstraZeneca and Covaxin vaccines questionable
1395133741996052481,,Wed May 19 21:46:19 +0000 2021,"@ToniKroos U got covid at wrong time toni

Really wanted u to top this chart

Get well soon Champ"
1395133424248266753,,Wed May 19 21:45:03 +0000 2021,"India’s Dr KK Agarwal dies of COVID-19 https://t.co/fZgqeBO2km

Video of his wife scolding him for getting inoculated before her went  viral earlier this year  https://t.co/BIgDw6KCC8"
1395132998127861774,,Wed May 19 21:43:21 +0000 2021,"India’s Dr KK Agarwal dies of COVID-19 https://t.co/fZgqeBO2km

Video of his wife scolding him for getting inoculated before her went  viral earlier this year  https://t.co/BIgDw6KCC8"
1395131737492099073,,Wed May 19 21:38:21 +0000 2021,"So a video is circulating in which an old Pakistani bloke is openly showing how after getting Covid jab, a magnet is sticking to that spot on his arm (to prove a chip was “injected” in his body). 

Thank God, he didn’t get the jab on his butt!"
1395131727023157248,ARYNews,Wed May 19 21:38:18 +0000 2021,"Sindh reports over 2,000 new Covid-19 cases, highest single-day toll since Nov 2020

#ARYNews 
https://t.co/4SPMScasAK"
1395129705536401411,,Wed May 19 21:30:16 +0000 2021,"As we all know last year, we were all fully prepared to take the exams because the lockdown was imposed at the end of February so we were all ready....... (1/3) #NCOC 
#CancelAllBoardExams #CancelExamsSaveStudents #ShafqatMahmood #Saeedghani #ImranKhanPTI"
1395127251058966535,,Wed May 19 21:20:31 +0000 2021,"As we all know last year, we were all fully prepared to take the exams because the lockdown was imposed at the end of February so we were all ready....... (1/3) #NCOC 
#CancelAllBoardExams #CancelExamsSaveStudents #ShafqatMahmood #Saeedghani #ImranKhanPTI"
1395126435967340546,CancelAllBoardExams DONTIGNORE12THSTUDENTS ImranKhanPTI ShafqatMahmood,Wed May 19 21:17:17 +0000 2021,"We all know that unfornately  in online classes we are unable to study, and Sir as you know corona virus cases are increasing on daily bases.  Please consider our request and cancel all board exams.(3/3) #CancelAllBoardExams #DONTIGNORE12THSTUDENTS #ImranKhanPTI #ShafqatMahmood https://t.co/C5tC3Cbt6w"
1395124426606264322,,Wed May 19 21:09:18 +0000 2021,"Another pandemic? Forgiveness 

CNN: India grapples with 'black fungus' drug shortage as cases rise among Covid-19 patients.
https://t.co/VTvjjoSemX"
1395124250768547840,NCOC CancelAllBoardExams CancelExamsSaveStudents ShafqatMahmood Saeedghani ImranKhanPTI,Wed May 19 21:08:36 +0000 2021,"As we all know last year, we were all fully prepared to take the exams because the lockdown was imposed at the end of February so we were all ready....... (1/3) #NCOC 
#CancelAllBoardExams #CancelExamsSaveStudents #ShafqatMahmood #Saeedghani #ImranKhanPTI"
1395117692072435715,,Wed May 19 20:42:32 +0000 2021,India reports record one-day COVID deaths as Modi’s rating falls https://t.co/qh4LglfC8U via @AJEnglish
