ID,Tags,Created At,Text
1427781296277835777,,Tue Aug 17 23:56:02 +0000 2021,@yuckfouzayn Yeah seems like they got some sexualpredator virus. Its like they have never seen a women ever.
1427775399472345091,,Tue Aug 17 23:32:36 +0000 2021,"While MTJ can blame women for COVID, he conveniently detaches himself from issues women face.
 
While AnsarAbbasi can get enraged over the ISL couple photos in front of Quaid's portrait, he has no issue over 400 men molesting, and assaulting a woman in front of MinarePakistan."
1427746916515864580,hollywood mukhtara standalonefilmfestival,Tue Aug 17 21:39:25 +0000 2021,"@ZakaWaqar Pakistan ki izzat dunia may hui ha. Think about it. We won #hollywood
Best covid film award for pakistan. 
#mukhtara #standalonefilmfestival https://t.co/cQrFNnhw8m"
1427745350635380736,,Tue Aug 17 21:33:12 +0000 2021,"Trending FOX BUSINESS News: Fed Chair Powell: Delta variant a wildcard for economy Federal Reserve Chairman Powell warned COVID-19 is ""still casting a shadow on economic activity."" https://t.co/ijutI5vaGZ https://t.co/tumE5zOJtL
Fed Chair Powell: Delta… https://t.co/ijutI5vaGZ"
1427744084211470340,,Tue Aug 17 21:28:10 +0000 2021,@badnocs Covid ki meherbani JB
1427728474739982343,,Tue Aug 17 20:26:08 +0000 2021,@GaziAmirGujar It's normal. It means your body is producing antibodies to fight covid.
1427721112184623115,,Tue Aug 17 19:56:53 +0000 2021,"With what has happened so far, I wont be surprised if Taliban announces Covid vaccine for all citizens"
1427721099006054404,,Tue Aug 17 19:56:50 +0000 2021,@Zarghammm Covid
1427710124693631107,,Tue Aug 17 19:13:13 +0000 2021,@AyyMG @Cali_Ediblez Done ✅ https://t.co/sIKY8mvVmv
1427709812377374721,,Tue Aug 17 19:11:59 +0000 2021,@AyyMG Done ✅
1427708610210111492,,Tue Aug 17 19:07:12 +0000 2021,"PMIK inherited heavily indebited  country from his predessor regimes.While with his untiring efforts, he was putting his govt' s economic houses in order, he was caught with Corona epdemic , ehich he through his policy of partial lockdown , he managed to save his country Ctd"
1427700487957229573,,Tue Aug 17 18:34:56 +0000 2021,"@punjab_hed @RajaYassirPTI @GovtofPunjabPK @PakPMO @ChMSarwar Why these people are not wearing masks? Even if they are fully vaccinated, they could still be the carriers of virus."
1427700240413597704,,Tue Aug 17 18:33:57 +0000 2021,@BdTamiz Get your HRCT Done immediately and start COVID Cover even if your result would be Negative. It can be False Negative.
1427699138494443520,,Tue Aug 17 18:29:34 +0000 2021,Route inspection at Anarkali during Muharram Attachment. A lot of effort goes into the peaceful conduct of Majalis and Processions. Please follow Covid SOPs and cooperate with the district administration and LEAs. https://t.co/9mIv5FFWCp
1427695119159992321,,Tue Aug 17 18:13:36 +0000 2021,"Just to take a pot shot at PTI, this lot first praised Fazal ur Rehman, then DG ISPR (on announcing lockdown on March 23, 2019) &amp; now the Taliban…..

What next? https://t.co/MBX96piZd4"
1427694134052237313,,Tue Aug 17 18:09:41 +0000 2021,Just me trying to remind myself of all the positives of life including covid of course because i shouldn’t be taking any stress and only rest. https://t.co/Lpw39KpPUm
1427694091584802818,,Tue Aug 17 18:09:31 +0000 2021,"Covid is a real bitch... And sinopharm is folly...
My brother fully vaccinated developed from mild to worse symptoms and has now part of his lungs damaged....he is on steroids now...please do pray for his well being."
1427687850867400705,,Tue Aug 17 17:44:43 +0000 2021,"A book chapter “More than a message:Public health advocacy,political cartooning &amp; COVID-19 challenges in Pakistan” (authors:Ayesha Ashfaq &amp; Joseph Russomanno) is getting published in Springer’s publication “COVID-19 and an Emerging World of Ad Hoc Geographies”. https://t.co/LSr8KlVkZm"
1427687154243809287,,Tue Aug 17 17:41:57 +0000 2021,@AsadAToor @kdastgirkhan Dumb head give world comparison aswell. Puri dunia COVID-19 ki wajha sy prices increase hoi hain. Lakion tm jaisy jahil logo ky dimagh main bhussa bhara hoa hy. People like u r stigma on Pakistan
1427686226467901444,,Tue Aug 17 17:38:16 +0000 2021,@SanasBucket 😑😑😑fully vaccinated hony ky 14 days bad covid hogya ha🤒🤒🤒who is in more worst condition???
1427681516000366596,,Tue Aug 17 17:19:33 +0000 2021,"@LahoriElite sufficient descriptions, only one outdoor outbreak involving two cases occurred in a village in Shangqiu, Henan. A 27‐year‐old man had a conversation outdoors with an individual who had returned from Wuhan""

""There is a risk of covid-19 transmission outdoors, but it is low..."
1427681350878994444,,Tue Aug 17 17:18:53 +0000 2021,"@LahoriElite include gatherings in pubs, church services, and close business meetings. These findings suggest that group activities pose a higher risk of transmission""

""Our study does not rule out outdoor transmission of the virus. However, among our 7324 identified cases in China with..."
1427679249004220423,,Tue Aug 17 17:10:32 +0000 2021,"@LahoriElite Probability of airborne transmission is different in outdoor &amp; indoor environments &amp; depends on several parameters; most important are: (i) concentration &amp; size distribution of virus-laden particles in air; (ii) fraction of viable viral particles;  ...
https://t.co/kDBtXuwjTV"
