ID,Tags,Created At,Text
1446621624262930443,,Fri Oct 08 23:40:46 +0000 2021,"Trending FOX BUSINESS News: Elizabeth Warren attacks Amazon for refusing to ban COVID vaccine 'misinformation' books Sen. Elizabeth Warren, D-Mass., attacked e-commerce giant Amazon after the company refused to remove vaccine ""misinformation"" books from … https://t.co/674YDL1Ily"
1446619309350940674,,Fri Oct 08 23:31:34 +0000 2021,Idaho hospitals overrun by unvaccinated COVID patients https://t.co/Yr2eyTHFjM -Follow me more news
1446616626162544641,,Fri Oct 08 23:20:55 +0000 2021,"SurvivalMD
https://t.co/fvSC8FUP1b

 “The hospital used to be
where you went to get well”
Now it's where people go, rightfully
fearing they will get sick from Covid-19
Here's a new way to protect yourself:
https://t.co/c5ROrmwfQm https://t.co/UYjWjOUun5"
1446616167380971520,نیب_نیازی_گٹھ_جوڑ FB__G PakistanDemandsCrypto,Fri Oct 08 23:19:05 +0000 2021,School nurses stretched thin amid nationwide staff shortage amid COVID-19 - Fox News: * School nurses stretched thin amid nationwide staff shortage amid COVID-19  Fox News * Mask rules… https://t.co/6tjOaJENvC -Follow me more news #نیب_نیازی_گٹھ_جوڑ #FB__G #PakistanDemandsCrypto
1446615408446902276,,Fri Oct 08 23:16:04 +0000 2021,School nurses stretched thin amid nationwide staff shortage amid COVID-19 - Fox News: * School nurses stretched thin amid nationwide staff shortage amid COVID-19  Fox News * Mask rules to remain in place for students in the Olathe… https://t.co/a3P71QXKDD -Follow me more news
1446613170844418049,,Fri Oct 08 23:07:11 +0000 2021,Woman with kidney failure still refuses to get Covid vaccine that would allow her to get transplant - Daily Mail: Woman with kidney failure still refuses to get Covid vaccine that would allow her to get transplant  Daily MailView… https://t.co/BE17iy4Thc -Follow me more news
1446602438337654787,,Fri Oct 08 22:24:32 +0000 2021,"India sends 30 life support ambulances to Bangladesh: India sends 30 life support ambulances to Bangladesh COVID-19 IN BANGLADESH TBS Report 05 August, 2021, 08:15 pm Last modified: 05 August, 2021, 08:54 pm [URL... India sends 30… https://t.co/X5Jx04w07x -Follow me more news"
1446601817786236931,,Fri Oct 08 22:22:04 +0000 2021,"Death Toll From COVID-19 in Brazil Surpasses 600,000 People - Ministry of Health https://t.co/3zfJIQZ2ss -Follow me more news"
1446599934367522817,نیب_نیازی_گٹھ_جوڑ FB__G PakistanDemandsCrypto,Fri Oct 08 22:14:35 +0000 2021,Delta COVID-19 variant more dangerous for unvaccinated pregnant women: study - Fox News: * Delta COVID-19 variant more dangerous for unvaccinated pregnant women: study  Fox News * NY… https://t.co/ilve9qHWxz -Follow me more news #نیب_نیازی_گٹھ_جوڑ #FB__G #PakistanDemandsCrypto
1446598675761754115,,Fri Oct 08 22:09:35 +0000 2021,Delta COVID-19 variant more dangerous for unvaccinated pregnant women: study - Fox News: * Delta COVID-19 variant more dangerous for unvaccinated pregnant women: study  Fox News * NY doctor weighs in on if COVID-19 vaccine is safe… https://t.co/BIquAIX0Fw -Follow me more news
1446598668115533825,,Fri Oct 08 22:09:33 +0000 2021,What to know about religious exemptions for COVID shots as vaccine mandates roll out - KABC-TV: * What to know about religious exemptions for COVID shots as vaccine mandates roll out  KABC-TV * Why lawsuits against COVID-19 vaccine… https://t.co/6Rej0AlIr4 -Follow me more news
1446595793243181057,,Fri Oct 08 21:58:08 +0000 2021,Colorado woman to no longer receive kidney transplant after not getting COVID-19 vaccine | TheHill - The Hill: * Colorado woman to no longer receive kidney transplant after not getting COVID-19 vaccine | TheHill  The Hill * Colorado… https://t.co/nGS5ZPs4Dr -Follow me more news
