ID,Tags,Created At,Text
1431848016093253634,Afghanistan Kabul,Sun Aug 29 05:15:44 +0000 2021,🔴 Al Jazeera English | Live https://t.co/jt0YEdUaBI via @YouTube  this virus has  reached every corner of the world #Afghanistan #Kabul
