ID,Tags,Created At,Text
1423006346056814604,,Wed Aug 04 19:42:05 +0000 2021,Covid 19 is becoming serious issue in Karachi.  so it a humble request to stay at home and stay safe https://t.co/GanjVVNvaK
1423001032179781635,,Wed Aug 04 19:20:58 +0000 2021,Secretary Education Balochistan Sher Khan Bazai talking about COVID-19 SOPS in educational institutions (PTV News). https://t.co/tPM14oii0i
1422997564224331779,,Wed Aug 04 19:07:11 +0000 2021,"Please don't be part of any fake news toward COVID-19 vaccine
I have got 1st dose of Vaccine recently even my many friends have got their vaccination certificate 
@PPHIB_org 
@DGHS_GoB 
@MERC1122 
@jamalidmg 
@jam_kamal 
@mirbehramb 
@HealthDepartme5 https://t.co/s43Jg1a40N"
