ID,Tags,Created At,Text
1453078350805848066,Digitalisation COVID,Tue Oct 26 19:17:30 +0000 2021,Technolgy can transform our🌎. 🇪🇺 proud to supprt 3⃣rd @icecubeconf @BUITEMS_QUETTA to discuss innovations to address🌎challenges. #Digitalisation 🇪🇺 priority in post #COVID recovery &amp; long-term vision for dev. 🇵🇰 has potential to bnefit from tech esp. in agri &amp; for inclusive dev https://t.co/Y8LrglOjPN
1453073318886711298,Covid_19 ExtraordinaryYou,Tue Oct 26 18:57:30 +0000 2021,"For these Extraordinary doctors, it is not too long ago that you people closed doors for civilians in the mid of #Covid_19 pandemic and ordinary doctors were serving in hospitals.
Salute Civilian doctors. @Kaleemullah4069 @YdaBalochistan
 #ExtraordinaryYou https://t.co/yqWUIfQa4w"
