ID,Tags,Created At,Text
1382442190748717056,,Wed Apr 14 21:14:37 +0000 2021,My Humble request to all my dear fellows please do not post your food preparation (Iftaari) in your social media many families are strugglin to have two square meals due to covid 19 &amp; poverty kindly do not post your variety of iftaar dishes which will make them more helpless 🙏
1382440504349036544,,Wed Apr 14 21:07:55 +0000 2021,"This third wave of Covid is so dangerous. My both sisters in Lahore are infected by this and nowadays in Isolation. They also breached SoPs. Please stay home, stay safe, do wear mask and avoid big gatherings. 😭 https://t.co/Oo5rCT0DM1"
1382374699020259333,,Wed Apr 14 16:46:26 +0000 2021,"Baluchistan govt banned inter province transportation under west Pakistan Epidemic Diseases Act 1958.from 10 April 2021 to control COVID 19.Baluchistan government existed in 1970 .despite lapse of 50 years could not make own Act ,What a state of lethargy and unresponsiveness"
1382275062925983745,,Wed Apr 14 10:10:31 +0000 2021,Death toll climbs to 135 in 24 hours due to corona virus https://t.co/CsVhVslVmo
1382269117277868034,,Wed Apr 14 09:46:53 +0000 2021,"My mother got her first Covid vaccine dose. I request you all to register your loved ones above 50. 
Thank you Health department Balochistan and Government of Balochistan for swift vaccination process. 
@jam_kamal"
1382268880572321794,,Wed Apr 14 09:45:57 +0000 2021,"My mother got her first Covid vaccine dose. I request you all to register your loved ones above 50. 
Thank you Health department Balochistan and Government of Balochistan for swift vaccination process. 
@jam_kamal"
1382257806364053504,Pakistan coronavirus,Wed Apr 14 09:01:56 +0000 2021,"#Pakistan records 4,681 #coronavirus infections after conducting 48,092 tests.

In past 24 hours, 135 deaths have increased fatalities to 15,754, while recoveries have risen to 641,912. Of 76,757 active cases of COVID-19 nationwide, 4,216 are critical.. https://t.co/QOqK2hDYUi"
1382256303385440261,Quetta COVID SBK,Wed Apr 14 08:55:58 +0000 2021,"#Quetta As a precautionary measure in view of 3rd wave of #COVID-19 and 
reported cases of COVID it has been decided by the competent authority  #SBK University shall remain closed 
And mid-term exams shall be managed in final terms 
@MalikAchkJourno 
@LiaquatShahwani @ArbazJour https://t.co/Ol7yQn8r8Q https://t.co/tbZxj5ZiAD"
1382222187667488773,,Wed Apr 14 06:40:24 +0000 2021,"India, overwhelmed by Covid surge, fast-tracks approval for foreign vaccines https://t.co/1SkyPgmMRz"
1382126708938174466,,Wed Apr 14 00:21:00 +0000 2021,Ramzan Mubarak to all. Have a blessed month ahead and keep remembering those who left us because of COVID https://t.co/DiKdDdDmtz
